"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(71, 22)"
"(51, 31)","(71, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(71, 22)"
"(51, 31)","(71, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(71, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(71, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(71, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(71, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(71, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(71, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(64, 55)","(51, 47)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(71, 22)"
"(71, 21)","(47, 32)","(47, 48)","(64, 59)","(90, 52)","(88, 31)"
"(51, 31)","(71, 25)","(84, 32)","(87, 49)","(66, 56)","(51, 47)"
"(71, 21)","(47, 32)","(47, 48)","(64, 59)","(90, 52)","(88, 31)"
"(51, 31)","(71, 25)","(84, 32)","(87, 49)","(66, 56)","(51, 47)"
"(71, 21)","(49, 25)","(47, 48)","(64, 59)","(90, 52)","(89, 32)"
"(71, 21)","(47, 32)","(47, 48)","(64, 59)","(90, 52)","(89, 32)"
"(71, 21)","(47, 32)","(47, 48)","(64, 59)","(90, 52)","(88, 31)"
"(71, 21)","(47, 32)","(47, 48)","(64, 59)","(90, 52)","(88, 31)"
"(71, 21)","(47, 32)","(47, 48)","(64, 59)","(90, 52)","(89, 32)"
"(71, 21)","(47, 32)","(47, 48)","(64, 59)","(90, 52)","(89, 32)"
"(71, 21)","(47, 32)","(47, 48)","(64, 59)","(90, 52)","(89, 32)"
"(71, 21)","(47, 32)","(47, 48)","(64, 59)","(90, 52)","(88, 31)"
"(71, 21)","(47, 32)","(47, 48)","(64, 59)","(90, 52)","(89, 32)"
"(71, 21)","(47, 32)","(47, 48)","(64, 59)","(90, 52)","(88, 31)"
"(71, 21)","(47, 32)","(47, 48)","(64, 59)","(90, 52)","(88, 31)"
"(51, 31)","(68, 25)","(83, 31)","(86, 51)","(62, 54)","(50, 45)"
"(71, 21)","(47, 32)","(47, 48)","(64, 59)","(90, 52)","(88, 31)"
"(71, 21)","(47, 32)","(47, 48)","(64, 59)","(90, 52)","(88, 31)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(86, 29)","(71, 22)"
"(71, 21)","(47, 32)","(47, 48)","(64, 59)","(90, 52)","(88, 31)"
"(71, 21)","(47, 32)","(47, 48)","(64, 59)","(90, 52)","(88, 31)"
"(71, 21)","(47, 32)","(47, 48)","(64, 59)","(90, 52)","(88, 31)"
"(49, 26)","(50, 51)","(64, 59)","(88, 56)","(86, 29)","(71, 21)"
"(71, 21)","(47, 32)","(47, 48)","(64, 59)","(90, 52)","(88, 31)"
"(49, 26)","(50, 51)","(65, 59)","(89, 54)","(85, 28)","(69, 21)"
"(49, 26)","(50, 51)","(65, 59)","(89, 54)","(86, 29)","(69, 21)"
"(49, 26)","(50, 51)","(65, 59)","(89, 54)","(85, 28)","(69, 21)"
"(49, 26)","(50, 51)","(65, 59)","(89, 54)","(85, 28)","(69, 21)"
"(49, 26)","(50, 51)","(65, 59)","(89, 54)","(85, 28)","(69, 21)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(85, 28)","(69, 21)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(85, 28)","(69, 21)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(85, 28)","(69, 21)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(85, 28)","(69, 21)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(85, 28)","(69, 21)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(85, 28)","(69, 21)"
"(49, 26)","(50, 51)","(65, 59)","(91, 52)","(88, 30)","(69, 21)"
"(49, 26)","(50, 51)","(65, 59)","(91, 52)","(88, 30)","(69, 21)"
"(49, 26)","(50, 51)","(65, 59)","(91, 52)","(88, 30)","(69, 21)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(69, 21)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 21)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(62, 54)","(50, 45)"
"(49, 26)","(50, 51)","(65, 59)","(89, 54)","(86, 29)","(71, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(62, 54)","(50, 45)"
"(49, 26)","(50, 51)","(65, 59)","(89, 54)","(86, 29)","(71, 22)"
"(51, 31)","(66, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(51, 31)","(66, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(51, 31)","(66, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(51, 31)","(66, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(48, 28)","(49, 51)","(65, 59)","(90, 53)","(89, 32)","(68, 21)"
"(49, 26)","(49, 51)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(49, 26)","(49, 51)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(49, 26)","(49, 51)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(49, 26)","(49, 51)","(65, 59)","(90, 53)","(88, 30)","(72, 22)"
"(49, 26)","(49, 51)","(65, 59)","(90, 53)","(88, 30)","(72, 22)"
"(49, 26)","(49, 51)","(65, 59)","(90, 53)","(88, 30)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(49, 26)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(49, 26)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(49, 26)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(49, 26)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(49, 26)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(49, 26)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(48, 28)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(48, 28)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(48, 28)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(48, 28)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(48, 28)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(48, 28)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(48, 28)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(48, 28)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(48, 28)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(48, 28)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(48, 28)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(48, 28)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(68, 21)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(48, 28)","(48, 50)","(65, 59)","(90, 53)","(88, 30)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 29)","(71, 22)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(86, 29)","(71, 22)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 29)","(71, 22)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(86, 29)","(71, 22)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(86, 29)","(71, 22)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(86, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(86, 29)","(71, 22)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(86, 29)","(71, 22)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 30)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 30)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 30)","(71, 22)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 30)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 30)","(72, 22)"
"(51, 31)","(67, 25)","(87, 36)","(86, 50)","(67, 56)","(54, 50)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(86, 29)","(72, 22)"
"(51, 31)","(67, 25)","(86, 34)","(86, 50)","(67, 56)","(54, 50)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(86, 29)","(72, 22)"
"(51, 31)","(67, 25)","(86, 34)","(86, 50)","(67, 56)","(54, 50)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(86, 29)","(72, 22)"
"(51, 31)","(67, 25)","(86, 34)","(86, 50)","(67, 56)","(54, 50)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(86, 29)","(72, 22)"
"(51, 31)","(67, 25)","(86, 34)","(86, 50)","(67, 56)","(54, 50)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(86, 29)","(72, 22)"
"(51, 31)","(67, 25)","(86, 34)","(86, 50)","(67, 56)","(54, 50)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(86, 29)","(72, 22)"
"(51, 31)","(67, 25)","(86, 34)","(86, 50)","(67, 56)","(54, 50)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(86, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(86, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(86, 29)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(90, 53)","(88, 30)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(90, 53)","(87, 29)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(90, 53)","(87, 29)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(90, 53)","(87, 29)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(90, 53)","(88, 30)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(90, 53)","(88, 30)","(72, 22)"
"(51, 30)","(71, 25)","(83, 31)","(87, 49)","(69, 56)","(50, 45)"
"(49, 26)","(51, 52)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(51, 30)","(71, 25)","(83, 31)","(87, 49)","(69, 56)","(50, 45)"
"(51, 30)","(71, 25)","(83, 31)","(87, 49)","(69, 56)","(50, 45)"
"(51, 30)","(71, 25)","(83, 31)","(87, 49)","(69, 56)","(50, 45)"
"(49, 26)","(51, 52)","(64, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 30)","(71, 25)","(83, 31)","(87, 49)","(69, 56)","(50, 45)"
"(51, 30)","(71, 25)","(83, 31)","(87, 49)","(69, 56)","(50, 45)"
"(51, 30)","(71, 25)","(83, 31)","(87, 49)","(69, 56)","(50, 45)"
"(51, 30)","(71, 25)","(83, 31)","(87, 49)","(69, 56)","(50, 45)"
"(51, 30)","(71, 25)","(83, 31)","(87, 49)","(69, 56)","(50, 45)"
"(51, 30)","(71, 25)","(83, 31)","(87, 49)","(69, 56)","(50, 45)"
"(51, 30)","(71, 25)","(83, 31)","(87, 49)","(69, 56)","(50, 45)"
"(51, 30)","(71, 25)","(83, 31)","(87, 49)","(69, 56)","(50, 45)"
"(51, 30)","(71, 25)","(83, 31)","(87, 49)","(69, 56)","(50, 45)"
"(51, 30)","(71, 25)","(83, 31)","(87, 49)","(69, 56)","(50, 45)"
"(51, 30)","(71, 25)","(83, 31)","(87, 49)","(69, 56)","(50, 45)"
"(49, 26)","(50, 51)","(65, 59)","(89, 54)","(86, 29)","(72, 22)"
"(51, 30)","(71, 25)","(83, 31)","(87, 49)","(69, 56)","(50, 45)"
"(49, 26)","(50, 51)","(65, 59)","(89, 54)","(86, 29)","(72, 22)"
"(51, 30)","(71, 25)","(83, 31)","(87, 49)","(69, 56)","(50, 45)"
"(51, 30)","(71, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(51, 30)","(71, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(51, 30)","(71, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(51, 30)","(71, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(51, 30)","(71, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(51, 30)","(72, 25)","(86, 34)","(87, 49)","(69, 56)","(50, 45)"
"(51, 30)","(72, 25)","(86, 34)","(87, 49)","(69, 56)","(50, 45)"
"(49, 26)","(51, 52)","(64, 59)","(89, 54)","(88, 30)","(72, 22)"
"(51, 30)","(72, 25)","(86, 34)","(87, 49)","(69, 56)","(50, 45)"
"(51, 30)","(72, 25)","(86, 34)","(87, 49)","(69, 56)","(50, 45)"
"(51, 30)","(72, 25)","(86, 34)","(87, 49)","(69, 56)","(50, 45)"
"(51, 30)","(72, 25)","(86, 34)","(87, 49)","(69, 56)","(50, 45)"
"(51, 30)","(72, 25)","(86, 34)","(87, 49)","(69, 56)","(50, 45)"
"(51, 30)","(72, 25)","(86, 34)","(87, 49)","(69, 56)","(50, 45)"
"(49, 26)","(51, 52)","(64, 59)","(89, 54)","(89, 31)","(72, 22)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(51, 52)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(48, 50)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(48, 50)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(48, 50)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(48, 50)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(48, 50)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(48, 50)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(48, 50)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(48, 50)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 26)","(48, 50)","(64, 59)","(89, 54)","(87, 29)","(71, 22)"
"(49, 24)","(50, 51)","(65, 59)","(91, 52)","(89, 31)","(72, 22)"
"(49, 24)","(50, 51)","(65, 59)","(91, 52)","(89, 31)","(72, 22)"
"(49, 24)","(50, 51)","(65, 59)","(91, 52)","(89, 31)","(72, 22)"
"(49, 24)","(50, 51)","(65, 59)","(91, 52)","(89, 31)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(91, 52)","(88, 30)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(91, 52)","(88, 30)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(48, 28)","(51, 52)","(65, 59)","(90, 52)","(88, 30)","(72, 22)"
"(48, 28)","(51, 52)","(65, 59)","(90, 52)","(88, 30)","(72, 22)"
"(48, 28)","(51, 52)","(65, 59)","(90, 52)","(88, 30)","(72, 22)"
"(48, 28)","(51, 52)","(65, 59)","(90, 52)","(88, 30)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(90, 52)","(88, 30)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(90, 52)","(88, 30)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(90, 52)","(88, 30)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(90, 52)","(88, 30)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(90, 52)","(88, 30)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(90, 52)","(88, 30)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(90, 52)","(88, 30)","(72, 22)"
"(51, 31)","(71, 25)","(86, 34)","(87, 49)","(64, 55)","(51, 47)"
"(51, 31)","(71, 25)","(86, 34)","(87, 49)","(64, 55)","(51, 47)"
"(49, 26)","(50, 51)","(65, 59)","(89, 54)","(88, 30)","(71, 22)"
"(51, 31)","(71, 25)","(86, 34)","(87, 49)","(64, 55)","(51, 47)"
"(49, 26)","(50, 51)","(65, 59)","(89, 54)","(88, 30)","(71, 22)"
"(51, 31)","(71, 25)","(86, 34)","(87, 49)","(64, 55)","(51, 47)"
"(49, 26)","(50, 51)","(65, 59)","(90, 53)","(88, 30)","(71, 22)"
"(51, 31)","(71, 25)","(86, 34)","(87, 49)","(64, 55)","(51, 47)"
"(49, 26)","(50, 51)","(65, 59)","(90, 53)","(88, 30)","(71, 22)"
"(51, 31)","(71, 25)","(86, 34)","(87, 49)","(64, 55)","(51, 47)"
"(49, 26)","(50, 51)","(65, 59)","(89, 54)","(88, 30)","(71, 22)"
"(51, 31)","(71, 25)","(86, 34)","(87, 49)","(64, 55)","(51, 47)"
"(49, 26)","(50, 51)","(65, 59)","(89, 54)","(88, 30)","(71, 22)"
"(51, 31)","(71, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(49, 26)","(50, 51)","(65, 59)","(89, 54)","(89, 31)","(71, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(89, 31)","(71, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(89, 31)","(71, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(89, 31)","(71, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(89, 31)","(71, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(89, 31)","(71, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(89, 31)","(71, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(89, 31)","(71, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(89, 31)","(71, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(89, 31)","(71, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(89, 31)","(71, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(89, 31)","(71, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(66, 56)","(51, 47)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(89, 31)","(71, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(64, 55)","(51, 47)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(89, 31)","(71, 22)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(89, 31)","(71, 22)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(89, 31)","(71, 22)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(87, 30)","(71, 22)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(87, 30)","(71, 22)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(87, 30)","(71, 22)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(87, 30)","(71, 22)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(87, 30)","(71, 22)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(87, 30)","(71, 22)"
"(49, 26)","(48, 50)","(65, 59)","(91, 53)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(91, 53)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(91, 53)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(91, 53)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(91, 53)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(91, 53)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(91, 53)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(91, 53)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(91, 53)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(91, 53)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(91, 53)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(91, 53)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(91, 53)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(91, 53)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(91, 53)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(91, 53)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(88, 56)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(88, 56)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(88, 56)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(88, 56)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(88, 56)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(88, 56)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(88, 56)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(88, 56)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(88, 56)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(88, 56)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(88, 56)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(88, 56)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(88, 56)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(88, 56)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(88, 56)","(88, 30)","(71, 21)"
"(49, 26)","(48, 50)","(64, 59)","(88, 56)","(88, 30)","(71, 21)"
